Nombre,Descripcion
Regice,Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold it will not melt even if it is immersed in magma.
Regigigas,There is an enduring legend that states this Pokémon towed continents with ropes.
Regirock,Regirock’s body is composed entirely of rocks. Recently a study made the startling discovery that the rocks were all unearthed from different locations.
Registeel,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.
Relicanth,It was fortuitously discovered during a deep sea expedition. Its teeth have atrophied so it now survives on microscopic organisms it sucks up.
Remoraid,Remoraid sucks in water then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near this Pokémon travels downstream from rivers.
Reshiram,When Reshiram’s tail flares the heat energy moves the atmosphere and changes the world’s weather.
Reuniclus,When Reuniclus shake hands a network forms between their brains increasing their psychic power.
Rhydon,Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma but the armor-like hide prevents it from feeling the heat.
Rhyhorn,Rhyhorn’s brain is very small. It is so dense while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.
Rhyperior,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
Ribombee,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.
Riolu,It’s tough enough to run right through the night and it’s also a hard worker but it’s still just a youngster.
Rockruff,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.
Roggenrola,The hexagonal cavity is its ear. It walks in the direction of sounds it hears but if the sounds cease it panics and topples over.
Roselia,On extremely rare occasions a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.
Roserade,With the movements of a dancer it strikes with whips that are densely lined with poison thorns.
Rotom,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
Rowlet,Silently it glides drawing near its targets. Before they even notice it it begins to pelt them with vicious kicks.
Rufflet,With its sharp claws this Pokémon pierces its prey and then it pecks at them. Although it also consumes berries it’s a carnivore at heart.
Sableye,This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine it’s believed that Sableye will steal people’s spirits away.
Salamence,It flies around on its wings which have grown in at last. In its happiness it gushes hot flames burning up the fields it passes over.
Salandit,Volcanoes or dry craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon then attacks them.
Salazzle,Filled with pheromones its poisonous gas can be diluted to use in the production of luscious perfumes.
Samurott,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
Sandile,It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.
Sandshrew,It usually makes its home in deserts and arid zones where rain does not fall. It digs holes to catch Bug-type Pokémon.
Sandslash,It uses its claws to climb trees and then curls its body into a spiny ball ready to drop onto any prey that appears.
Sandygast,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
Sawk,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
Sawsbuck,They migrate according to the seasons so some people call Sawsbuck the harbingers of spring.
Scatterbug,The powder that covers its body regulates its temperature so it can live in any region or climate.
Sceptile,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.
Scizor,Once it has identified an enemy this Pokémon smashes it mercilessly with pincers hard as steel.
Scolipede,With quick movements it chases down its foes attacking relentlessly with its horns until it prevails.
Scrafty,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
Scraggy,Proud of its sturdy skull it suddenly headbutts everything but its weight makes it unstable too.
Scyther,While young they live together deep in the mountains training themselves in how to fight with their scythes and move at high speeds.
Seadra,Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents then swallows it whole.
Seaking,Trainers who are crazy for Seaking are divided into horn enthusiasts and fin enthusiasts. The two groups do not get along well.
Sealeo,Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something it checks the object’s aroma and texture to determine whether it likes the object or not.
Seedot,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.
Seel,Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe it punches a hole through the ice with the sharply protruding section of its head.
Seismitoad,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
Sentret,When Sentret sleeps it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack it becomes incapable of sleep due to fear.
Serperior,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
Servine,When it gets dirty its leaves can’t be used in photosynthesis so it always keeps itself clean.
Seviper,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.
Sewaddle,Since this Pokémon makes its own clothes out of leaves it is a popular mascot for fashion designers.
Sharpedo,It has a sad history. In the past its dorsal fin was a treasured foodstuff so this Pokémon became a victim of overfishing.
Shaymin,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.
Shedinja,Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.
Shelgon,They lurk deep within caves—motionless neither eating nor drinking. Why they don’t die is not known.
Shellder,This Pokémon’s tongue is always hanging out. It uses its tongue with great dexterity to dig up sand from the seabed in its search for food.
Shellos,Purple mucus sticks to the hands of anyone who touches it. Take care as the substance is troublesome to wash off.
Shelmet,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
Shieldon,This Pokémon lived in primeval jungles. Few enemies would have been willing to square off against its heavily armored face so it’s thought.
Shiftry,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.
Shiinotic,It emits flickering spores that cause drowsiness. When its prey succumb to sleep this Pokémon feeds on them by sucking in their energy.
Shinx,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
Shroomish,If Shroomish senses danger it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic they make trees and weeds wilt.
Shuckle,Shuckle quietly hides itself under rocks keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.
Shuppet,Shuppet grows by feeding on dark emotions such as vengefulness and envy in the hearts of people. It roams through cities in search of grudges that taint people.
Sigilyph,The guardians of an ancient city they always fly the same route while keeping watch for invaders.
Silcoon,Silcoon was thought to endure hunger and not consume anything before its evolution. However it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.
Silvally,Although its name was Type: Null at first the boy who evolved it into this form gave it the name by which it is now known.
Simipour,It prefers places with clean water. When its tuft runs low it replenishes it by siphoning up water with its tail.
Simisage,Ill tempered it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.
Simisear,When it gets excited embers rise from its head and tail and it gets hot. For some reason it loves sweets.
Skarmory,Its metal body is sturdy but it does rust rather easily. So on rainy days this Pokémon prefers to stay put in its nest.
Skiddo,If it has sunshine and water it doesn’t need to eat because it can generate energy from the leaves on its back.
Skiploom,Skiploom’s flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason this Pokémon is sometimes used as a thermometer.
Skitty,Skitty is known to chase around playfully after its own tail. In the wild this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.
Skorupi,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
Skrelp,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
Skuntank,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
Slaking,Wherever Slaking live rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.
Slakoth,Slakoth’s heart beats just once a minute. Whatever happens it is content to loaf around motionless. It is rare to see this Pokémon in motion.
Sliggoo,This Pokémon’s mucous can dissolve anything. Toothless it sprays mucous on its prey. Once they’re nicely dissolved it slurps them up.
Slowbro,Whenever Shellder bites down hard on its tail it gives Slowbro a flash of inspiration...which it forgets a moment later.
Slowking,This Pokémon is so famed for its intellect that a proverb still persists in some regions: “When in doubt ask Slowking.”
Slowpoke,Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew.
Slugma,Slugma does not have any blood in its body. Instead intensely hot magma circulates throughout this Pokémon’s body carrying essential nutrients and oxygen to its organs.
Slurpuff,Its sense of smell is 100 million times better than a human’s so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!
Smeargle,It draws symbols all over the place to mark its territory. In towns with many Smeargle the walls are covered in graffiti.
Smoochum,Smoochum actively runs about but also falls quite often. Whenever the chance arrives it will look for its reflection to make sure its face hasn’t become dirty.
Sneasel,It uses its claws to poke holes in eggs so it can slurp out the insides. Breeders consider it a scourge and will drive it away or eradicate it.
Snivy,They photosynthesize by bathing their tails in sunlight. When they are not feeling well their tails droop.
Snorlax,It eats nearly 900 pounds of food every day. It starts nodding off while eating—and continues to eat even while it’s asleep.
Snorunt,It can only survive in cold areas. It bounces happily around even in environments as cold as -150 degrees Fahrenheit.
Snover,In the spring it grows berries with the texture of frozen treats around its belly.
Snubbull,Its growls make its opponents uneasy. This laid-back Pokémon tends to sleep half the day.
Solgaleo,This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye it departs for another world.
Solosis,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
Solrock,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.
Spearow,Farmers whose fields are troubled by bug Pokémon appreciate Spearow for its vigorous appetite and look after it.
Spewpa,The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself it spews powder.
Spheal,Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives this Pokémon can be seen rolling about on ice and crossing the sea.
Spinarak,Some fishermen weave its sturdy thread into nets to catch fish Pokémon.
Spinda,Each and every Spinda has a slightly different configuration of spots. There are collectors who enjoy the tiny differences in their spot patterns.
Spiritomb,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
Spoink,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokémon’s psychokinetic powers. It is therefore on a constant search for a bigger pearl.
Spritzee,In the past rather than using perfume royal ladies carried a Spritzee that would waft a fragrance they liked.
Squirtle,Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water enabling this Pokémon to swim at high speeds.
Stantler,Stantler’s magnificent antlers were traded at high prices as works of art. As a result this Pokémon was hunted close to extinction by those who were after the priceless antlers.
Staraptor,When Staravia evolve into Staraptor they leave the flock to live alone. They have sturdy wings.
Staravia,It lives in forests and fields. Squabbles over territory occur when flocks collide.
Starly,They flock around mountains and fields chasing after bug Pokémon. Their singing is noisy and annoying.
Starmie,Its unusual body shape reminiscent of abstract art led local people to spread rumors that this Pokémon may be an invader from outer space.
Staryu,This Pokémon gets nibbled on by Lumineon and others. Thanks to its red core it regenerates fast so it’s unconcerned by their snack attacks.
Steelix,Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth’s core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.
Steenee,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.
Stoutland,With this wise Pokémon there could be no concern that it would ever attack people. Some parents even trust it to babysit.
Stufful,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.
Stunfisk,It conceals itself in the mud of the seashore. Then it waits. When prey touch it it delivers a jolt of electricity.
Stunky,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
Sudowoodo,Apparently the larger the green parts of this Pokémon the more collectors value it. It’s a particular favorite among elderly people.
Suicune,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.
Sunflora,Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.
Sunkern,Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing subsisting only on morning dew.
Surskit,When this Pokémon senses danger a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokémon.
Swablu,Swablu loves to make things clean. If it spots something dirty it will wipe and polish it with its cottony wings. If its wings become dirty this Pokémon finds a stream and showers itself.
Swadloon,It protects itself from the cold by wrapping up in leaves. It stays on the move eating leaves in forests.
Swalot,Swalot has no teeth so what it eats it swallows whole no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.
Swampert,Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching it piles up boulders to protect itself.
Swanna,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
Swellow,Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered they diligently take care of cleaning each other’s wings.
Swinub,Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.
Swirlix,Because it eats nothing but sweets its fur is as sticky sweet as cotton candy.
Swoobat,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
Sylveon,When this Pokémon sights its prey it swirls its ribbonlike feelers as a distraction. A moment later it pounces.
Taillow,Taillow is young—it has only just left its nest. As a result it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.
Talonflame,It zooms directly at its prey at flight speeds of close to 310 mph while fiery embers scatter from gaps in its feathers.
Tangela,Tangela’s vines snap off easily if they are grabbed. This happens without pain allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.
Tangrowth,Its vines grow so profusely that in the warm season you can’t even see its eyes.
Tapu Bulu,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.
Tapu Fini,The guardian deity of Poni it can control water. People say it can create pure water that will wash away any uncleanness.
Tapu Koko,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.
Tapu Lele,As it flutters about it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.
Tauros,Although it’s known to be a fierce Pokémon Tauros in the Alola region are said to possess a measure of calmness.
Teddiursa,This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.
Tentacool,It drifts in shallow seas such as the areas near beaches. If you get bitten or stabbed by its toxic tentacles rush to the hospital.
Tentacruel,Although these Pokémon are rare when a large outbreak of them occurs all fish Pokémon disappear from the surrounding sea.
Tepig,It loves to eat roasted berries but sometimes it gets too excited and burns them to a crisp.
Terrakion,Spoken of in legend this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.
Throh,When it encounters a foe bigger than itself it wants to throw it. It changes belts as it gets stronger.
Thundurus,As it flies around it shoots lightning all over the place and causes forest fires. It is therefore disliked.
Timburr,Always carrying squared logs they help out with construction. As they grow they carry bigger logs.
Tirtouga,Reputed to be the ancestor of most turtle Pokémon it lived in warm seas approximately a hundred million years ago.
Togedemaru,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.
Togekiss,It shares many blessings with people who respect one another’s rights and avoid needless strife.
Togepi,As its energy Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell then shares them with others.
Togetic,Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart it is said to appear and share its happiness with that person.
Torchic,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.
Torkoal,If the fire burning within its shell goes out it will die. Those who wish to raise one in their home must always keep something flammable at hand.
Tornadus,Tornadus expels massive energy from its tail causing severe storms. Its power is great enough to blow houses away.
Torracat,It boasts powerful front legs. With a single punch it can bend an iron bar right over.
Torterra,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
Totodile,Despite the smallness of its body Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping its bite has enough power to cause serious injury.
Toucannon,Within its beak its internal gas ignites explosively launching seeds with enough power to pulverize boulders.
Toxapex,Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery there will be some aftereffects.
Toxicroak,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
Tranquill,No matter where in the world it goes it knows where its nest is so it never gets separated from its Trainer.
Trapinch,As it digs through the sand its giant jaws crush any rocks that obstruct its path. It builds a funnel-shaped nest.
Treecko,Treecko is cool calm and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon it would glare right back without conceding an inch of ground.
Trevenant,Through its roots it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.
Tropius,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
Trubbish,It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.
Trumbeak,By bending its beak it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.
Tsareena,A Pokémon known for the beauty of its well-shaped legs it sometimes appears as a mascot in advertisements for beauty salons.
Turtonator,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
Turtwig,It undertakes photosynthesis with its body making oxygen. The leaf on its head wilts if it is thirsty.
Tympole,By vibrating its cheeks it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.
Tynamo,One alone can emit only a trickle of electricity so a group of them gathers to unleash a powerful electric shock.
Type: Null,Due to the danger that this synthetic Pokémon may go on a rampage it wears a control mask to restrain its power.
Typhlosion,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.
Tyranitar,Tyranitar is so overwhelmingly powerful it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.
Tyrantrum,Nothing could stop this Pokémon 100 million years ago so it behaved like a king.
Tyrogue,Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon the Trainer must establish and uphold various training methods.
Tyrunt,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
Umbreon,With its black fur it blends into the darkness. It bides its time and when prey appears this Pokémon goes for its throat and then eats it.
Unfezant,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
Unown,This Pokémon is shaped like ancient writing. It is a mystery as to which came first the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.
Ursaring,In the forests inhabited by Ursaring it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.
Uxie,It is said that its emergence gave humans the intelligence to improve their quality of life.
Vanillish,This Pokémon has existed since the Ice Age. It controls particles of ice freezes its opponents and then shatters them with a headbutt.
Vanillite,It feels pleasantly cool when embraced. This Pokémon is treasured by households in warm regions.
Vanilluxe,Even if it loses one of its heads it can live relatively problem-free. It makes snow clouds inside its body.
Vaporeon,Blending in with the water and erasing all signs of its presence it patiently waits for its prey fish Pokémon.
Venipede,Its bite injects a potent poison enough to paralyze large bird Pokémon that try to prey on it.
Venomoth,Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights attracted by the light in the darkness.
Venonat,Venonat is said to have evolved with a coat of thin stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.
Venusaur,There is a large flower on Venusaur’s back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower’s aroma soothes the emotions of people.
Vespiquen,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
Vibrava,To help make its wings grow it dissolves quantities of prey in its digestive juices and guzzles them down every day.
Victini,When it shares the infinite energy it creates that being’s entire body will be overflowing with power.
Victreebel,Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near this Pokémon swallows it whole.
Vigoroth,Vigoroth is simply incapable of remaining still. Even when it tries to sleep the blood in its veins grows agitated compelling this Pokémon to run wild throughout the jungle before it can settle down.
Vikavolt,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.
Vileplume,Vileplume has the world’s largest petals. They are used to attract prey that are then doused with toxic spores. Once the prey are immobilized this Pokémon catches and devours them.
Virizion,Legends say this Pokémon confounded opponents with its swift movements.
Vivillon,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.
Volbeat,Volbeat’s tail glows like a lightbulb. With other Volbeat it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.
Volcanion,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
Volcarona,When volcanic ash darkened the atmosphere it is said that Volcarona’s fire provided a replacement for the sun.
Voltorb,Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.
Vullaby,It can’t fly yet and must wait until its wings have developed more. Since it’s still at a playful age it hops around friskily.
Vulpix,From its mouth spew flames that seem to resemble the spirits of the deceased. Some people mistakenly think this fire is a ghost.
Wailmer,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.
Wailord,Its immense size is the reason for its popularity. Wailord watching is a favorite sightseeing activity in various parts of the world.
Walrein,Walrein swims all over in frigid seawater while crushing icebergs with its grand imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.
Wartortle,Its tail is large and covered with a rich thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon’s toughness as a battler.
Watchog,When they see an enemy their tails stand high and they spit the seeds of berries stored in their cheek pouches.
Weavile,They dwell in cold places. This Pokémon’s main food source in Alola is Vulpix and Sandshrew which they carefully divide among their group.
Weedle,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).
Weepinbell,Weepinbell has a large hook on its rear end. At night the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep it may wake up to find itself on the ground.
Weezing,Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed the more powerful the toxins become. The Pokémon also becomes more putrid.
Whimsicott,This Pokémon appears riding upon the wind. But if the wind gusts up it’ll blow the cotton on this Pokémon’s head clean off.
Whirlipede,It is usually motionless but when attacked it rotates at high speed and then crashes into its opponent.
Whiscash,Sighting Whiscash leaping from the water is believed to herald an earthquake.
Whismur,Whismur is very timid. If it starts to cry loudly it becomes startled by its own crying and cries even harder. When it finally stops crying the Pokémon goes to sleep all tired out.
Wigglytuff,As it inhales it expands...and expands...and expands. Wigglytuff compete to see which one can inflate itself the most.
Wimpod,Its habitat varies from beaches to seabeds. A natural scavenger it will gleefully chow down on anything edible no matter how rotten.
Wingull,Fishermen keep an eye out for Wingull in the sky because wherever they’re circling the ocean is sure to be teeming with fish Pokémon.
Wishiwashi,It’s awfully weak and notably tasty so everyone is always out to get it. As it happens anyone trying to bully it receives a painful lesson.
Wobbuffet,Wobbuffet does nothing but endure attacks—it won’t attack on its own. However it won’t endure an attack on its tail. When that happens the Pokémon will try to take the foe with it using Destiny Bond.
Woobat,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
Wooper,Wooper usually lives in water. However it occasionally comes out onto land in search of food. On land it coats its body with a gooey toxic film.
Wormadam,When Burmy evolved its cloak became a part of this Pokémon’s body. The cloak is never shed.
Wurmple,Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.
Wynaut,Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed this Pokémon gains endurance and is trained to dole out powerful counterattacks.
Xatu,Xatu is known to stand motionless while staring at the sun all day long. Some people revere it as a mystical Pokémon out of their belief that Xatu is in possession of the power to see into the future.
Xerneas,When the horns on its head shine in seven colors it is said to be sharing everlasting life.
Xurkitree,It appeared from the Ultra Wormhole. It raided a power plant so people think it energizes itself with electricity.
Yamask,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
Yanma,Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.
Yanmega,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
Yungoos,It wanders around in a never-ending search for food. At dusk it collapses from exhaustion and falls asleep on the spot.
Yveltal,When its life comes to an end it absorbs the life energy of every living thing and turns into a cocoon once more.
Zangoose,Zangoose usually stays on all fours but when angered it gets up on its hind legs and extends its claws. This Pokémon shares a bitter rivalry with Seviper that dates back over generations.
Zapdos,Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.
Zebstrika,They have lightning-like movements. When Zebstrika run at full speed the sound of thunder reverberates.
Zekrom,Concealing itself in lightning clouds it flies throughout the Unova region. It creates electricity in its tail.
Zigzagoon,The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.
Zoroark,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
Zorua,To protect themselves from danger they hide their true identities by transforming into people and Pokémon.
Zubat,When exposed to sunlight they suffer burns. The frequency of their ultrasonic waves can differ slightly from colony to colony.
Zweilous,After it has eaten up all the food in its territory it moves to another area. Its two heads do not get along.
Zygarde,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.
