name,pokedex,is_legendary
Shaymin,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.,1
Arceus,It is told in mythology that this Pokemon was born before the universe even existed.,1
Victini,When it shares the infinite energy it creates that beings entire body will be overflowing with power.,1
Snivy,They photosynthesize by bathing their tails in sunlight. When they are not feeling well their tails droop.,0
Servine,When it gets dirty its leaves cant be used in photosynthesis so it always keeps itself clean.,0
Serperior,It can stop its opponents movements with just a glare. It takes in solar energy and boosts it internally.,0
Tepig,It loves to eat roasted berries but sometimes it gets too excited and burns them to a crisp.,0
Pignite,When its internal fire flares up its movements grow sharper and faster. When in trouble it emits smoke.,0
Emboar,It has mastered fast and powerful fighting moves. It grows a beard of fire.,0
Oshawott,The scalchop on its stomach isnt just used for battle—it can be used to break open hard berries as well.,0
Dewott,As a result of strict training each Dewott learns different forms for using the scalchops.,0
Samurott,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,0
Patrat,Extremely cautious one of them will always be on the lookout but it wont notice a foe coming from behind.,0
Watchog,When they see an enemy their tails stand high and they spit the seeds of berries stored in their cheek pouches.,0
Lillipup,The long fur surrounding its face functions as radar enabling it to probe the condition of its battle opponents.,0
Herdier,This Pokemon obeys its masters orders faithfully. However it refuses to listen to anything said by a person it doesnt respect.,0
Stoutland,With this wise Pokemon there could be no concern that it would ever attack people. Some parents even trust it to babysit.,0
Purrloin,They steal from people for fun but their victims cant help but forgive them. Their deceptively cute act is perfect.,0
Liepard,Stealthily it sneaks up on its target striking from behind before its victim has a chance to react.,0
Pansage,Its good at finding berries and gathers them from all over. Its kind enough to share them with friends.,0
Simisage,Ill tempered it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.,0
Pansear,This Pokemon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,0
Simisear,When it gets excited embers rise from its head and tail and it gets hot. For some reason it loves sweets.,0
Panpour,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,0
Simipour,It prefers places with clean water. When its tuft runs low it replenishes it by siphoning up water with its tail.,0
Munna,It eats the dreams of people and Pokemon. When it eats a pleasant dream it expels pink-colored mist.,0
Musharna,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,0
Pidove,These Pokemon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,0
Tranquill,No matter where in the world it goes it knows where its nest is so it never gets separated from its Trainer.,0
Unfezant,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,0
Blitzle,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,0
Zebstrika,They have lightning-like movements. When Zebstrika run at full speed the sound of thunder reverberates.,0
Roggenrola,The hexagonal cavity is its ear. It walks in the direction of sounds it hears but if the sounds cease it panics and topples over.,0
Boldore,It explores caves in search of underground water. Its not comfortable around water so this Pokemon takes great care in lapping it up.,0
Gigalith,Known for its hefty horsepower this Pokemon is a popular partner for construction workers.,0
Woobat,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,0
Swoobat,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,0
Drilbur,By spinning its body it can dig straight through the ground at a speed of 30 mph.,0
Excadrill,More than 300 feet below the surface they build mazelike nests. Their activity can be destructive to subway tunnels.,0
Audino,It touches others with the feelers on its ears using the sound of their heartbeats to tell how they are feeling.,0
Timburr,Always carrying squared logs they help out with construction. As they grow they carry bigger logs.,0
Gurdurr,This Pokemon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,0
Conkeldurr,Rather than rely on force they master moves that utilize the centrifugal force of spinning concrete.,0
Tympole,By vibrating its cheeks it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.,0
Palpitoad,It lives in the water and on land. It uses its long sticky tongue to immobilize its opponents.,0
Seismitoad,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,0
Throh,When it encounters a foe bigger than itself it wants to throw it. It changes belts as it gets stronger.,0
Sawk,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,0
Sewaddle,Since this Pokemon makes its own clothes out of leaves it is a popular mascot for fashion designers.,0
Swadloon,It protects itself from the cold by wrapping up in leaves. It stays on the move eating leaves in forests.,0
Leavanny,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,0
Venipede,Its bite injects a potent poison enough to paralyze large bird Pokemon that try to prey on it.,0
Whirlipede,It is usually motionless but when attacked it rotates at high speed and then crashes into its opponent.,0
Scolipede,With quick movements it chases down its foes attacking relentlessly with its horns until it prevails.,0
Cottonee,Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy light and airy— altogether top quality.,0
Whimsicott,This Pokemon appears riding upon the wind. But if the wind gusts up itll blow the cotton on this Pokemons head clean off.,0
Petilil,By pruning the leaves on its head with regularity this Pokemon can be grown into a fine plump shape.,0
Lilligant,As soon as it finds a male to be its partner the beautiful flower on its head darkens droops and withers away.,0
Basculin,Red and blue Basculin usually do not get along but sometimes members of one school mingle with the others school.,0
Sandile,It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.,0
Krokorok,Thanks to the special membrane covering its eyes it can see its surroundings clearly even in the middle of the night.,0
Krookodile,After clamping down with its powerful jaws it twists its body around to rip its prey in half.,0
Darumaka,When it sleeps it pulls its limbs into its body and its internal fire goes down to 1100 degrees Fahrenheit.,0
Darmanitan,Its internal fire burns at 2500 degrees Fahrenheit making enough power that it can destroy a dump truck with one punch.,0
Maractus,Arid regions are their habitat. They move rhythmically making a sound similar to maracas.,0
Dwebble,When it finds a stone of a suitable size it secretes a liquid from its mouth to open up a hole to crawl into.,0
Crustle,Competing for territory Crustle fight viciously. The one whose boulder is broken is the loser of the battle.,0
Scraggy,Proud of its sturdy skull it suddenly headbutts everything but its weight makes it unstable too.,0
Scrafty,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,0
Sigilyph,The guardians of an ancient city they always fly the same route while keeping watch for invaders.,0
Yamask,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,0
Cofagrigus,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,0
Tirtouga,Reputed to be the ancestor of most turtle Pokemon it lived in warm seas approximately a hundred million years ago.,0
Carracosta,Active both on land and in the sea this Pokemon drags its land-based prey into the water to finish it off.,0
Archen,To all appearances flightless it was able to glide down from tall treetops to snag its prey.,0
Archeops,They hunted in flocks. When one Archeops had the prey cornered another would swoop on it.,0
Trubbish,It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.,0
Garbodor,For a time their numbers increased explosively in Alola. Since the arrival of Grimer their population has decreased dramatically.,0
Zorua,To protect themselves from danger they hide their true identities by transforming into people and Pokemon.,0
Zoroark,Bonds between these Pokemon are very strong. It protects the safety of its pack by tricking its opponents.,0
Minccino,These Pokemon prefer a tidy habitat. They are always sweeping and dusting using their tails as brooms.,0
Cinccino,Cinccinos body is coated in a special oil that helps it deflect attacks such as punches.,0
Gothita,They intently observe both Trainers and Pokemon. Apparently they are looking at something that only Gothita can see.,0
Gothorita,According to many old tales it creates friends for itself by controlling sleeping children on starry nights.,0
Gothitelle,They can predict the future from the placement and movement of the stars. They can see Trainers life spans.,0
Solosis,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,0
Duosion,When their two divided brains think the same thoughts their psychic power is maximized.,0
Reuniclus,When Reuniclus shake hands a network forms between their brains increasing their psychic power.,0
Ducklett,They are better at swimming than flying and they happily eat their favorite food peat moss as they dive underwater.,0
Swanna,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,0
Vanillite,It feels pleasantly cool when embraced. This Pokemon is treasured by households in warm regions.,0
Vanillish,This Pokemon has existed since the Ice Age. It controls particles of ice freezes its opponents and then shatters them with a headbutt.,0
Vanilluxe,Even if it loses one of its heads it can live relatively problem-free. It makes snow clouds inside its body.,0
Deerling,The turning of the seasons changes the color and scent of this Pokemons fur. People use it to mark the seasons.,0
Sawsbuck,They migrate according to the seasons so some people call Sawsbuck the harbingers of spring.,0
Emolga,It grills berries and bug Pokemon with electric shocks and makes a meal of them. It usually nests in the holes gouged in trees by Pikipek.,0
Karrablast,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,0
Escavalier,These Pokemon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,0
Foongus,It lures Pokemon with its pattern that looks just like a Poke Ball then releases poison spores.,0
Amoonguss,It lures prey close by dancing and waving its arm caps which resemble Poke Balls in a swaying motion.,0
Frillish,If its veil-like arms stun and wrap a foe that foe will be dragged miles below the surface never to return.,0
Jellicent,The fate of the ships and crew that wander into Jellicents habitat: all sunken all lost all vanished.,0
Alomomola,They float upon the open sea. Many water Pokemon gather in the area around Alomomola.,0
Joltik,They attach themselves to large-bodied Pokemon and absorb static electricity which they store in an electric pouch.,0
Galvantula,When attacked they create an electric barrier by spitting out many electrically charged threads.,0
Ferroseed,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,0
Ferrothorn,They attach themselves to cave ceilings firing steel spikes at targets passing beneath them.,0
Klink,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,0
Klang,A minigear and big gear comprise its body. If the minigear it launches at a foe doesnt return it will die.,0
Klinklang,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,0
Tynamo,One alone can emit only a trickle of electricity so a group of them gathers to unleash a powerful electric shock.,0
Eelektrik,These Pokemon have a big appetite. When they spot their prey they attack it and paralyze it with electricity.,0
Eelektross,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,0
Elgyem,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,0
Beheeyem,It uses psychic power to control an opponents brain and tamper with its memories.,0
Litwick,Litwick shines a light that absorbs the life energy of people and Pokemon which becomes the fuel that it burns.,0
Lampent,It arrives near the moment of death and steals spirit from the body.,0
Chandelure,The spirits burned up in its ominous flame lose their way and wander this world forever.,0
Axew,They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks a new one grows in quickly.,0
Fraxure,A broken tusk will not grow back so it diligently sharpens its tusks on river rocks after the end of a battle.,0
Haxorus,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokemon are covered in hard armor.,0
Cubchoo,Their snot is a barometer of health. When healthy their snot is sticky and the power of their ice moves increases.,0
Beartic,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,0
Cryogonal,They are composed of ice crystals. They capture prey with chains of ice freezing the prey at -148 degrees Fahrenheit.,0
Shelmet,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,0
Accelgor,When its body dries out it weakens. So to prevent dehydration it wraps itself in many layers of thin membrane.,0
Stunfisk,It conceals itself in the mud of the seashore. Then it waits. When prey touch it it delivers a jolt of electricity.,0
Mienfoo,In fights they dominate with onslaughts of flowing continuous attacks. With their sharp claws they cut enemies.,0
Mienshao,Using the long fur on its arms like whips it launches into combo attacks that once started no one can stop.,0
Druddigon,It warms its body by absorbing sunlight with its wings. When its body temperature falls it can no longer move.,0
Golett,Ancient science fashioned this Pokemon from clay. Its been active for thousands of years.,0
Golurk,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,0
Pawniard,Ignoring their injuries groups attack by sinking the blades that cover their bodies into their prey.,0
Bisharp,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,0
Bouffalant,Their fluffy fur absorbs damage even if they strike foes with a fierce headbutt.,0
Rufflet,With its sharp claws this Pokemon pierces its prey and then it pecks at them. Although it also consumes berries its a carnivore at heart.,0
Braviary,Its thought that people disturbed their habitats in the past so Braviary banded together to fight back.,0
Vullaby,It cant fly yet and must wait until its wings have developed more. Since its still at a playful age it hops around friskily.,0
Mandibuzz,It circles in the sky keeping a keen eye out for Pokemon in a weakened state. Its choicest food is Cubone.,0
Heatmor,It draws in air through its tail transforms it into fire and uses it like a tongue. It melts Durant and eats them.,0
Durant,They attack in groups covering themselves in steel armor to protect themselves from Heatmor.,0
Deino,Lacking sight its unaware of its surroundings so it bumps into things and eats anything that moves.,0
Zweilous,After it has eaten up all the food in its territory it moves to another area. Its two heads do not get along.,0
Hydreigon,It responds to movement by attacking. This scary three-headed Pokemon devours everything in its path!,0
Larvesta,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.,0
Volcarona,When volcanic ash darkened the atmosphere it is said that Volcaronas fire provided a replacement for the sun.,0
Cobalion,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokemon.,1
Terrakion,Spoken of in legend this Pokemon used its phenomenal power to destroy a castle in its effort to protect Pokemon.,1
Virizion,Legends say this Pokemon confounded opponents with its swift movements.,1
Tornadus,Tornadus expels massive energy from its tail causing severe storms. Its power is great enough to blow houses away.,1
Thundurus,As it flies around it shoots lightning all over the place and causes forest fires. It is therefore disliked.,1
Reshiram,When Reshirams tail flares the heat energy moves the atmosphere and changes the worlds weather.,1
Zekrom,Concealing itself in lightning clouds it flies throughout the Unova region. It creates electricity in its tail.,1
Landorus,From the forces of lightning and wind it creates energy to give nutrients to the soil and make the land abundant.,1
Kyurem,It generates a powerful freezing energy inside itself but its body became frozen when the energy leaked out.,1
Keldeo,When it is resolute its body fills with power and it becomes swifter. Its jumps are then too fast to follow.,1
Meloetta,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,1
Genesect,This Pokemon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,1
Chespin,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldnt faze it.,0
Quilladin,They strengthen their lower bodies by running into one another. They are very kind and wont start fights.,0
Chesnaught,When it takes a defensive posture with its fists guarding its face it could withstand a bomb blast.,0
Fennekin,As it walks it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.,0
Braixen,When the twig is plucked from its tail friction sets the twig alight. The flame is used to send signals to its allies.,0
Delphox,Using psychic power it generates a fiery vortex of 5400 degrees Fahrenheit incinerating foes swept into this whirl of flame.,0
Froakie,It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air it keeps a watchful eye on its surroundings.,0
Frogadier,Its swiftness is unparalleled. It can scale a tower of more than 2000 feet in a minutes time.,0
Greninja,It appears and vanishes with a ninjas grace. It toys with its enemies using swift movements while slicing them with throwing stars of sharpest water.,0
Bunnelby,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,0
Diggersby,As powerful as an excavator its ears can reduce dense bedrock to rubble. When its finished digging it lounges lazily.,0
Fletchling,When its excited its temperature can double spiking hormone production in its body.,0
Fletchinder,It will not tolerate other Fletchinder entering its territory which has a radius of several miles.,0
Talonflame,It zooms directly at its prey at flight speeds of close to 310 mph while fiery embers scatter from gaps in its feathers.,0
Scatterbug,The powder that covers its body regulates its temperature so it can live in any region or climate.,0
Spewpa,The beaks of bird Pokemon cant begin to scratch its stalwart body. To defend itself it spews powder.,0
Vivillon,The patterns on this Pokemons wings depend on the climate and topography of its habitat. It scatters colorful scales.,0
Litleo,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokemon are quick to fight.,0
Pyroar,With fiery breath of more than 10000 degrees Fahrenheit they viciously threaten any challenger. The females protect the prides cubs.,0
Flabebe,When it finds a flower it likes it dwells on that flower its whole life long. It floats in the winds embrace with an untroubled heart.,0
Floette,When the flowers of a well-tended flower bed bloom it appears and celebrates with an elegant dance.,0
Florges,In times long past governors of castles would invite Florges to create flower gardens to embellish the castle domains.,0
Skiddo,If it has sunshine and water it doesnt need to eat because it can generate energy from the leaves on its back.,0
Gogoat,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,0
Pancham,Theres no point to the leaf in its mouth aside from an effort to look cool. Its mischievous so its not well suited to inexperienced Trainers.,0
Pangoro,From the slight twitches of its bamboo leaf it deduces its opponents movements. Its eager to tussle but kindhearted toward its companions.,0
Furfrou,Historically in the Kalos region these Pokemon were the designated guardians of the king.,0
Espurr,It has enough psychic energy to blast everything within 300 feet of itself but it has no control over its power.,0
Meowstic,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.,0
Honedge,If anyone dares to grab its hilt it wraps a blue cloth around that persons arm and drains that persons life energy completely.,0
Doublade,The complex attack patterns of its two swords are unstoppable even for an opponent greatly accomplished at swordplay.,0
Aegislash,Apparently it can detect the innate qualities of leadership. According to legend whoever it recognizes is destined to become king.,0
Spritzee,In the past rather than using perfume royal ladies carried a Spritzee that would waft a fragrance they liked.,0
Aromatisse,Its scent is so overpowering that unless a Trainer happens to really enjoy the smell he or she will have a hard time walking alongside it.,0
Swirlix,Because it eats nothing but sweets its fur is as sticky sweet as cotton candy.,0
Slurpuff,Its sense of smell is 100 million times better than a humans so even the faintest scent tells it about everything in the area. Its like it can see with its nose!,0
Inkay,It flashes the light-emitting spots on its body which drains its opponents will to fight. It takes the opportunity to scuttle away and hide.,0
Malamar,It lures its prey close with hypnotic motions then wraps its tentacles around it before finishing it off with digestive fluids.,0
Binacle,They stretch and then contract yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.,0
Barbaracle,Barbaracles legs and hands have minds of their own and they will move independently. But they usually follow the heads orders.,0
Skrelp,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,0
Dragalge,Tales are told of ships that wander into seas where Dragalge live never to return.,0
Clauncher,Through controlled explosions of internal gas it can expel water like a pistol shot. At close distances it can shatter rock.,0
Clawitzer,By expelling water from the nozzle in the back of its claw it can move at a speed of 60 knots.,0
Helioptile,The frills on either side of its head have cells that generate electricity when exposed to sunlight.,0
Heliolisk,It stimulates its muscles with electricity boosting the strength in its legs and enabling it to run 100 yards in five seconds.,0
Tyrunt,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,0
Tyrantrum,Nothing could stop this Pokemon 100 million years ago so it behaved like a king.,0
Amaura,This calm Pokemon lived in a cold land where there were no violent predators like Tyrantrum.,0
Aurorus,Using its diamond-shaped crystals it can instantly create a wall of ice to block an opponents attack.,0
Sylveon,When this Pokemon sights its prey it swirls its ribbonlike feelers as a distraction. A moment later it pounces.,0
Hawlucha,With its wings it controls its position in the air. It likes to attack from above a maneuver that is difficult to defend against.,0
Dedenne,It uses its tail to absorb electricity from power plants or from outlets in houses and then it fires the electricity from its whiskers.,0
Carbink,Although this Pokemon is not especially rare its glittering jewel-draped body draws attention from people.,0
Goomy,Its source of protection is its slimy germ-laden mucous membrane. Anyone who touches it needs some thorough hand-washing.,0
Sliggoo,This Pokemons mucous can dissolve anything. Toothless it sprays mucous on its prey. Once theyre nicely dissolved it slurps them up.,0
Goodra,It gets picked on because its meek. But then whoever teased it gets to feel the full force of its horns and a good swatting from its thick tail.,0
Klefki,It inserts its horn into chinks in metal absorbing metal ions. For some reason it collects keys.,0
Phantump,According to legend medicine to cure any illness can be made by plucking the green leaves on its head brewing them and boiling down the liquid.,0
Trevenant,Through its roots it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell.,0
Pumpkaboo,It is said to carry wandering spirits to the place where they belong so they can move on.,0
Gourgeist,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.,0
Bergmite,Using air of -150 degrees Fahrenheit they freeze opponents solid. They live in herds above the snow line on mountains.,0
Avalugg,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,0
Noibat,Even a robust wrestler will become dizzy and unable to stand when exposed to its 200000-hertz ultrasonic waves.,0
Noivern,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,0
Xerneas,When the horns on its head shine in seven colors it is said to be sharing everlasting life.,1
Yveltal,When its life comes to an end it absorbs the life energy of every living thing and turns into a cocoon once more.,1
Zygarde,Its thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,1
Diancie,It can instantly create many diamonds by compressing the carbon in the air between its hands.,1
Hoopa,It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed it is transformed into a much smaller form.,1
Volcanion,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,1
Rowlet,Silently it glides drawing near its targets. Before they even notice it it begins to pelt them with vicious kicks.,0
Dartrix,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,0
Decidueye,Although basically cool and cautious when its caught by surprise its seized by panic.,0
Litten,It doesnt allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,0
Torracat,It boasts powerful front legs. With a single punch it can bend an iron bar right over.,0
Incineroar,After hurling ferocious punches and flinging furious kicks it finishes opponents off by spewing fire from around its navel.,0
Popplio,This Pokemon can control water bubbles. It practices diligently so it can learn to make big bubbles.,0
Brionne,It cares deeply for its companions. When its Trainer is feeling down it performs a cheery dance to try and help.,0
Primarina,Its singing voice is its chief weapon in battle. This Pokemons Trainer must prioritize the daily maintenance of its throat at all costs.,0
Pikipek,This Pokemon feeds on berries whose leftover seeds become the ammunition for the attacks it fires off from its mouth.,0
Trumbeak,By bending its beak it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.,0
Toucannon,Within its beak its internal gas ignites explosively launching seeds with enough power to pulverize boulders.,0
Yungoos,It wanders around in a never-ending search for food. At dusk it collapses from exhaustion and falls asleep on the spot.,0
Gumshoos,It adores having Rattata and Raticate for dinner but as its diurnal it never encounters them. This Pokemon boasts incredible patience.,0
Grubbin,They often gather near places frequented by electric Pokemon in order to avoid being attacked by bird Pokemon.,0
Charjabug,From the food it digests it generates electricity and it stores this energy in its electric sac.,0
Vikavolt,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokemon with shocking beams of electrical energy.,0
Crabrawler,It punches so much its pincers often come off from overuse but they grow back quickly. What little meat they contain is rich and delicious.,0
Crabominable,It just throws punches indiscriminately. In times of desperation it can lop off its own pincers and fire them like rockets.,0
Oricorio,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.,0
Cutiefly,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,0
Ribombee,Some of Ribombees pollen puffs are highly nutritious. They are sometimes sold as supplements.,0
Rockruff,This Pokemon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainers side.,0
Lycanroc,When properly raised from a young age it will become a trustworthy partner that will absolutely never betray its Trainer.,0
Wishiwashi,Its awfully weak and notably tasty so everyone is always out to get it. As it happens anyone trying to bully it receives a painful lesson.,0
Mareanie,Its found crawling on beaches and seafloors. The coral that grows on Corsolas head is as good as a five-star banquet to this Pokemon.,0
Toxapex,Those attacked by Toxapexs poison will suffer intense pain for three days and three nights. Post-recovery there will be some aftereffects.,0
Mudbray,It has a stubborn individualistic disposition. Eating dirt making mud and playing in the mire all form part of its daily routine.,0
Mudsdale,Its heavy mud-covered kicks are its best means of attack and it can reduce large trucks to scrap without breaking a sweat.,0
Dewpider,When it comes across enemies or potential prey this Pokemon smashes its water-bubble-covered head into them.,0
Araquanid,Despite what its appearance suggests it cares for others. If it finds vulnerable weak Pokemon it protectively brings them into its water bubble.,0
Fomantis,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,0
Lurantis,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,0
Morelull,As it drowses the day away it nourishes itself by sucking from tree roots. It wakens at the fall of night wandering off in search of a new tree.,0
Shiinotic,It emits flickering spores that cause drowsiness. When its prey succumb to sleep this Pokemon feeds on them by sucking in their energy.,0
Salandit,Volcanoes or dry craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokemon then attacks them.,0
Salazzle,Filled with pheromones its poisonous gas can be diluted to use in the production of luscious perfumes.,0
Stufful,A touch from anyone except a known friend sends it into a surging frenzy. Its an incredibly dangerous Pokemon.,0
Bewear,This Pokemon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,0
Bounsweet,Although its too sugary for human consumption Bounsweets sweat can be watered down into a juice with just the right amount of sweetness.,0
Steenee,This Pokemon is always bouncing around energetically. Other Pokemon are attracted by its lively appearance and pleasant aroma.,0
Tsareena,A Pokemon known for the beauty of its well-shaped legs it sometimes appears as a mascot in advertisements for beauty salons.,0
Comfey,Baths prepared with the flowers from its vine have a relaxing effect so this Pokemon is a hit with many people.,0
Oranguru,Deep in the jungle high in the lofty canopy this Pokemon abides. On rare occasions it shows up at the beach to match wits with Slowking.,0
Passimian,They battle with hard berries for weapons. Their techniques are passed from the boss to the group generation upon generation.,0
Wimpod,Its habitat varies from beaches to seabeds. A natural scavenger it will gleefully chow down on anything edible no matter how rotten.,0
Golisopod,It battles skillfully with its six arms but spends most of its time peacefully meditating in caves deep beneath the sea.,0
Sandygast,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,0
Palossand,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,0
Pyukumuku,These Pokemon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,0
Type: Null,Due to the danger that this synthetic Pokemon may go on a rampage it wears a control mask to restrain its power.,0
Silvally,Although its name was Type: Null at first the boy who evolved it into this form gave it the name by which it is now known.,0
Minior,Strong impacts can knock it out of its shell. This Pokemon was born from mutated nanoparticles.,0
Komala,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,0
Turtonator,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,0
Togedemaru,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,0
Mimikyu,A lonely Pokemon it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokemon.,0
Bruxish,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellders shell is no match for it.,0
Drampa,This Pokemon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,0
Dhelmise,The soul of seaweed adrift in the waves became reborn as this Pokemon. It maintains itself with new infusions of seabed detritus and seaweed.,0
Jangmo-o,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,0
Hakamo-o,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time theyre regrown.,0
Kommo-o,Its rigid scales function as offense and defense. In the past its scales were processed and used to make weapons and other commodities.,0
Tapu Koko,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,1
Tapu Lele,As it flutters about it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.,1
Tapu Bulu,The guardian deity of Ulaula is a lazy Pokemon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,1
Tapu Fini,The guardian deity of Poni it can control water. People say it can create pure water that will wash away any uncleanness.,1
Cosmog,In ages past it was called the child of the stars. Its said to be a Pokemon from another world but no specific details are known.,1
Cosmoem,Theres something accumulating around the black core within its hard shell. People think this Pokemon may come from another world.,1
Solgaleo,This Pokemon is said to be a male evolution of Cosmog. At the activation of its third eye it departs for another world.,1
Lunala,Said to live in another world this Pokemon devours light drawing the moonless dark veil of night over the brightness of day.,1
Nihilego,One of the Ultra Beasts. Its unclear whether or not this Pokemon is sentient but sometimes it can be observed behaving like a young girl.,1
Buzzwole,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,1
Pheromosa,One of the Ultra Beasts. It refuses to touch anything perhaps because it senses some uncleanness in this world.,1
Xurkitree,It appeared from the Ultra Wormhole. It raided a power plant so people think it energizes itself with electricity.,1
Celesteela,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,1
Kartana,One of the Ultra Beast life-forms it was observed cutting down a gigantic steel tower with one stroke of its blade.,1
Guzzlord,A dangerous Ultra Beast it appears to be eating constantly but for some reason its droppings have never been found.,1
